0;0;0;0;land;false;unknown;3
1;171;233;231;land;true;forest;4
2;118;180;218;land;false;forest;2
3;165;177;230;land;true;forest;3
4;211;247;217;land;false;desert;1
5;149;134;253;land;true;forest;4
6;167;246;139;land;false;desert;1
7;137;216;237;land;true;forest;1
8;228;244;251;land;false;hills;1
9;244;132;189;land;false;forest;4
10;226;203;163;land;false;plains;1
11;82;203;228;land;false;forest;1
12;252;164;225;land;false;forest;1
13;226;247;202;land;false;desert;1
14;240;244;57;land;false;desert;1
15;158;239;182;land;true;forest;2
16;238;124;164;land;false;forest;1
17;168;250;159;land;false;desert;1
18;221;218;104;land;true;plains;2
19;190;211;113;land;true;forest;4
20;160;230;217;land;false;forest;2
21;156;188;177;land;false;desert;1
22;182;217;121;land;false;forest;3
23;117;185;245;land;false;plains;3
24;121;205;188;land;false;forest;3
25;107;191;206;land;false;mountain;3
26;222;194;134;land;false;plains;3
27;212;179;251;land;false;desert;1
28;182;251;199;land;false;desert;1
29;236;247;59;land;false;forest;2
30;151;244;113;land;true;forest;1
31;251;182;214;land;false;forest;2
32;57;230;247;land;false;desert;1
33;172;151;179;land;false;forest;2
34;226;201;138;land;false;forest;1
35;166;220;137;land;false;forest;2
36;227;212;220;land;true;forest;2
37;232;135;228;land;false;forest;2
38;212;72;225;land;false;plains;1
39;223;112;166;land;false;plains;1
40;215;140;236;land;false;desert;1
41;170;119;252;land;false;forest;1
42;245;106;156;land;false;forest;1
43;95;249;184;land;false;forest;1
44;179;198;246;land;false;hills;3
45;252;186;99;land;true;plains;1
46;174;85;243;land;false;forest;5
47;242;131;231;land;false;plains;3
48;194;183;231;land;false;forest;2
49;150;111;252;land;false;forest;3
50;73;254;200;land;false;plains;1
51;216;208;85;land;false;forest;5
52;233;182;88;land;true;forest;3
53;206;252;97;land;false;plains;1
54;159;191;251;land;true;plains;1
55;205;131;225;land;false;forest;5
56;132;198;197;land;false;mountain;2
57;194;236;162;land;false;desert;1
58;199;218;180;land;false;forest;3
59;241;239;57;land;false;desert;1
60;168;249;231;land;false;desert;1
61;228;240;135;land;false;forest;3
62;185;187;216;land;false;plains;1
63;89;237;190;land;false;forest;4
64;221;171;127;land;false;forest;5
65;254;128;138;land;false;forest;2
66;232;121;230;land;false;desert;1
67;232;211;232;land;false;forest;1
68;232;175;159;land;false;forest;1
69;122;163;235;land;false;forest;1
70;167;228;217;land;false;forest;1
71;175;138;254;land;false;forest;1
72;156;230;169;land;true;forest;3
73;166;236;149;land;true;forest;1
74;231;163;170;land;false;desert;1
75;234;241;212;land;false;forest;2
76;200;195;157;land;false;forest;2
77;240;138;177;land;false;forest;3
78;236;107;202;land;false;desert;1
79;174;228;234;land;false;plains;1
80;152;179;240;land;false;forest;3
81;18;253;250;land;true;plains;4
82;232;183;226;land;true;plains;3
83;251;251;251;land;false;forest;1
84;204;134;202;land;false;plains;3
85;240;254;160;land;false;forest;3
86;234;209;154;land;false;plains;1
87;225;127;241;land;false;plains;1
88;242;252;91;land;false;forest;2
89;253;207;41;land;true;plains;3
90;148;213;243;land;false;plains;1
91;249;246;211;land;false;forest;3
92;233;192;226;land;true;plains;1
93;210;141;182;land;false;forest;2
94;149;170;241;land;false;forest;3
95;186;210;110;land;false;plains;1
96;155;249;184;land;true;urban;1
97;193;229;196;land;false;forest;3
98;68;225;232;land;true;forest;2
99;201;205;96;land;false;forest;3
100;250;121;252;land;true;forest;4
101;178;112;228;land;false;forest;1
102;186;233;87;land;false;forest;2
103;166;148;206;land;false;forest;2
104;175;192;169;land;false;forest;1
105;236;203;62;land;true;forest;2
106;236;229;156;land;false;desert;1
107;148;192;243;land;false;forest;1
108;191;177;225;land;false;forest;1
109;114;212;188;land;true;forest;2
110;115;249;170;land;false;desert;1
111;110;225;221;land;false;forest;4
112;64;207;250;land;false;forest;1
113;253;110;225;land;false;plains;4
114;133;247;194;land;false;forest;2
115;251;26;245;land;false;mountain;3
116;102;243;235;land;false;forest;1
117;185;191;170;land;false;hills;3
118;188;182;191;land;true;urban;4
119;196;249;145;land;false;forest;3
120;152;237;213;land;false;forest;5
121;194;108;231;land;false;plains;1
122;197;132;200;land;false;desert;1
123;207;194;201;land;true;plains;3
124;233;170;224;land;false;forest;3
125;212;220;225;land;false;forest;1
126;211;140;250;land;false;forest;1
127;195;196;212;land;true;forest;1
128;216;115;229;land;true;plains;3
129;225;210;163;land;true;forest;4
130;210;216;89;land;false;plains;4
131;169;225;251;land;true;forest;1
132;247;203;69;land;true;forest;3
133;210;75;223;land;false;plains;4
134;188;207;247;land;false;forest;2
135;131;166;229;land;true;forest;2
136;247;165;241;land;false;forest;2
137;241;125;234;land;false;plains;3
138;239;254;144;land;false;desert;1
139;210;186;118;land;false;forest;3
140;236;63;206;land;false;hills;1
141;229;64;249;land;false;forest;1
142;243;116;215;land;false;desert;1
143;232;217;132;land;false;plains;2
144;223;248;45;land;false;forest;2
145;251;155;128;land;false;mountain;1
