2;arms_factory;1674.00;11.90;1999.00;6.03;0
2;arms_factory;1605.00;11.45;1983.00;2.41;0
2;arms_factory;1589.00;12.38;2001.00;0.25;0
2;arms_factory;1631.00;10.10;2039.00;1.45;0
2;arms_factory;1664.00;16.55;2007.00;4.47;0
2;arms_factory;1599.00;11.82;2012.00;0.85;0
2;industrial_complex;1584.00;10.10;2017.00;3.52;0
2;industrial_complex;1683.00;10.10;2043.00;5.08;0
2;industrial_complex;1565.00;10.10;1988.00;2.92;0
2;industrial_complex;1562.00;10.10;1955.00;5.58;0
2;industrial_complex;1632.00;11.65;2021.00;1.96;0
2;industrial_complex;1568.00;10.10;2017.00;4.98;0
2;air_base;1564.00;10.70;1993.00;6.19;0
2;supply_node;1566.00;10.10;2017.00;4.52;0
2;supply_node;1609.00;10.10;2024.00;2.27;0
2;supply_node;1546.00;10.10;1993.00;3.75;0
2;supply_node;1563.00;10.62;1993.00;0.41;0
2;supply_node;1606.00;11.93;2004.00;4.45;0
2;supply_node;1566.00;10.10;1960.00;5.93;0
2;supply_node;1587.00;12.25;2009.00;2.58;0
2;supply_node;1600.00;11.00;1969.00;5.16;0
2;supply_node;1632.00;10.10;2030.00;1.82;0
2;supply_node;1677.00;10.10;2043.00;3.29;0
2;supply_node;1556.00;10.10;1977.00;1.05;0
2;supply_node;1682.00;10.10;2032.00;3.99;0
2;supply_node;1668.00;16.25;2008.00;5.47;0
2;supply_node;1647.00;16.25;2002.00;2.12;0
2;supply_node;1610.00;11.00;1984.00;4.71;0
2;supply_node;1491.00;10.10;2033.00;1.36;0
2;supply_node;1652.00;13.15;2024.00;4.29;0
2;supply_node;1592.00;11.38;1987.00;0.59;0
2;supply_node;1561.00;10.10;2044.00;3.53;0
2;supply_node;1636.00;10.10;2042.00;5.01;0
2;supply_node;1684.00;10.85;2018.00;2.76;0
2;supply_node;1576.00;10.70;1976.00;5.70;0
2;supply_node;1660.00;10.10;2041.00;0.90;0
2;supply_node;1695.00;10.10;2044.00;4.94;0
2;supply_node;1667.00;10.10;2028.00;0.13;0
2;supply_node;1593.00;10.10;2021.00;3.07;0
2;supply_node;1620.00;11.90;2018.00;0.83;0
2;supply_node;1636.00;16.73;2012.00;2.31;0
2;supply_node;1622.00;12.00;2001.00;5.24;0
2;supply_node;1577.00;11.75;1998.00;1.55;0
2;supply_node;1661.00;13.35;1995.00;4.48;0
2;supply_node;1635.00;14.10;1992.00;1.13;0
2;supply_node;1625.00;10.62;1981.00;3.71;0
2;naval_base;1546.00;10.10;2018.00;-1.95;16204
2;naval_base;1504.00;10.10;2036.00;-3.14;15974
2;naval_base;1615.00;9.50;2044.00;-1.71;16204
2;naval_base;1612.00;10.10;2030.00;-3.46;16204
2;naval_base;1541.00;9.80;1987.00;-0.28;16008
2;naval_base;1549.00;9.50;1980.00;-0.93;16008
2;naval_base;1584.00;10.10;2024.00;-2.90;16204
2;naval_base;1554.00;9.50;1958.00;-0.67;16008
2;naval_base;1562.00;9.50;2042.00;-0.79;16204
2;naval_base;1619.00;9.50;2042.00;-2.30;16204
2;naval_base;1562.00;10.10;2004.00;-2.88;16204
2;bunker;1604.00;11.90;2001.00;3.22;0
2;bunker;1643.00;16.60;2015.00;5.88;0
2;bunker;1652.00;10.10;2031.00;3.73;0
2;bunker;1658.00;16.60;2008.00;3.83;0
2;bunker;1593.00;12.50;2006.00;1.67;0
2;bunker;1617.00;16.30;2011.00;4.33;0
2;bunker;1576.00;10.78;2004.00;0.71;0
2;bunker;1630.00;16.43;2007.00;3.73;0
2;bunker;1597.00;11.98;1998.00;0.11;0
2;bunker;1596.00;10.70;1969.00;2.78;0
2;bunker;1568.00;10.10;2005.00;5.44;0
2;bunker;1561.00;10.10;2046.00;2.17;0
2;bunker;1656.00;10.10;2037.00;4.84;0
2;bunker;1563.00;10.10;1957.00;1.23;0
2;bunker;1668.00;11.38;2023.00;2.78;0
2;bunker;1659.00;12.65;1990.00;0.62;0
2;bunker;1604.00;11.60;1982.00;1.83;0
2;bunker;1642.00;15.15;2021.00;5.95;0
2;bunker;1654.00;16.70;2006.00;2.68;0
2;bunker;1575.00;10.10;2013.00;3.90;0
2;bunker;1646.00;10.10;2036.00;1.73;0
2;bunker;1630.00;11.30;1984.00;4.40;0
2;bunker;1585.00;10.70;1982.00;5.96;0
2;bunker;1612.00;11.07;2021.00;2.34;0
2;bunker;1588.00;10.10;2020.00;0.18;0
2;bunker;1545.00;10.10;1986.00;1.39;0
2;bunker;1692.00;10.10;2017.00;4.40;0
2;bunker;1644.00;13.80;1994.00;0.79;0
2;bunker;1674.00;10.10;2045.00;4.91;0
2;bunker;1553.00;10.10;1977.00;0.18;0
2;bunker;1490.00;10.10;2033.00;2.85;0
2;bunker;1689.00;10.10;2041.00;0.69;0
2;bunker;1687.00;10.10;2036.00;1.90;0
2;coastal_bunker;1621.00;10.10;2030.00;-3.46;0
2;coastal_bunker;1564.00;10.10;2022.00;-1.95;0
2;coastal_bunker;1501.00;10.10;2036.00;-3.14;0
2;coastal_bunker;1551.00;10.10;2001.00;-2.21;0
2;coastal_bunker;1548.00;10.10;2046.00;-0.79;0
2;coastal_bunker;1616.00;9.80;2043.00;-1.71;0
2;coastal_bunker;1558.00;9.80;2003.00;-2.88;0
2;coastal_bunker;1623.00;10.10;2031.00;-2.30;0
2;coastal_bunker;1550.00;9.50;1983.00;-0.93;0
2;coastal_bunker;1585.00;10.10;2024.00;-2.90;0
2;coastal_bunker;1554.00;9.80;1959.00;-0.67;0
2;dockyard;1549.00;9.80;2045.00;-0.79;0
2;anti_air_building;1611.00;12.50;1994.00;5.08;0
2;anti_air_building;1578.00;10.32;2012.00;2.92;0
2;anti_air_building;1553.00;10.10;1972.00;5.58;0
2;synthetic_refinery;1666.00;14.85;2016.00;0.86;0
2;fuel_silo;1566.00;10.10;1959.00;3.52;0
2;radar_station;1596.00;12.00;1999.00;1.77;0
2;rocket_site;1561.00;10.10;1978.00;4.03;0
2;nuclear_reactor;1567.00;10.55;1998.00;5.59;0
2;floating_harbor;1590.30;9.50;2031.79;0.24;9231
3;arms_factory;1911.00;10.70;2044.00;0.25;0
3;arms_factory;1889.00;11.93;2022.00;1.45;0
3;arms_factory;1857.00;13.80;1992.00;4.47;0
3;arms_factory;1837.00;11.00;2015.00;0.85;0
3;arms_factory;1834.00;10.10;2026.00;3.52;0
3;arms_factory;1860.00;10.70;2024.00;5.08;0
3;industrial_complex;1850.00;11.30;2015.00;2.92;0
3;industrial_complex;1847.00;10.32;2024.00;5.58;0
3;industrial_complex;1876.00;11.00;2028.00;1.96;0
3;industrial_complex;1818.00;10.10;2022.00;4.98;0
3;industrial_complex;1849.00;10.10;2038.00;6.19;0
3;industrial_complex;1892.00;11.38;2029.00;4.03;0
3;air_base;1853.00;10.10;2046.00;0.41;0
3;supply_node;1838.00;11.95;2005.00;3.75;0
3;supply_node;1875.00;11.00;2028.00;0.41;0
3;supply_node;1879.00;12.80;2001.00;4.45;0
3;supply_node;1815.00;10.70;2014.00;5.93;0
3;supply_node;1843.00;10.10;2038.00;2.58;0
3;supply_node;1831.00;10.25;2021.00;5.16;0
3;supply_node;1859.00;10.40;2026.00;1.82;0
3;supply_node;1864.00;11.95;2004.00;3.29;0
3;supply_node;1899.00;10.85;2037.00;1.05;0
3;supply_node;1831.00;10.10;2042.00;3.99;0
3;supply_node;1857.00;10.10;2042.00;5.47;0
3;supply_node;1874.00;10.10;2042.00;2.12;0
3;supply_node;1803.00;10.10;2023.00;4.71;0
3;supply_node;1847.00;11.00;2018.00;1.36;0
3;supply_node;1885.00;11.95;2017.00;4.29;0
3;supply_node;1850.00;13.95;1994.00;0.59;0
3;bunker;1863.00;11.90;2011.00;2.04;0
